#1.2																																																																																																																																																																																					
661	180																																																																																																																																																																																				
symbol	symbol	MLC94_46_LYM009	MLC96_45_LYM186	MLC91_27_LYM427	MLC91_28_LYM428	MLC94_50_LYM004	MLC95_62_LYM114	MLC95_85_LYM137	MLC94_67_LYM027	MLC94_100_LYM057	MLC96_31_LYM173	MLC91_14_LYM432	MLC96_22_LYM164	MLC96_92_LYM233	MLC95_57_LYM109	MLC92_53_LYM248	MLC95_84_LYM136	MLC95_26_LYM079	MLC96_35_LYM177	MLC96_82_LYM223	MLC95_18_LYM072	MLC94_59_LYM019	MLC95_90_LYM142	MLC95_51_LYM103	MLC95_67_LYM119	MLC96_39_LYM181	MLC92_71_LYM266	MLC94_64_LYM024	MLC94_43_LYM006	MLC96_21_LYM163	MLC94_44_LYM007	MLC95_48_LYM100	MLC95_53_LYM105	MLC96_70_LYM211	MLC94_27_LYM002	MLC94_54_LYM014	MLC95_78_LYM130	MLC91_34_LYM399	MLC91_54_LYM325	MLC95_35_LYM088	MLC96_56_LYM197	MLC95_75_LYM127	MLC94_75_LYM035	MLC96_63_LYM204	MLC92_67_LYM262	MLC92_34_LYM294	MLC99_51_LYM241	MLC95_63_LYM115	MLC91_76_LYM324	MLC91_39_LYM407	MLC91_21_LYM421	MLC95_80_LYM132	MLC91_56_LYM394	MLC95_95_LYM146	MLC94_51_LYM011	MLC91_53_LYM323	MLC91_74_LYM320	MLC95_58_LYM110	MLC95_52_LYM104	MLC95_39_LYM092	MLC96_88_LYM229	MLC96_58_LYM199	MLC91_75_LYM321	MLC92_57_LYM252	MLC95_94_LYM145	MLC92_72_LYM267	MLC92_26_LYM286	MLC96_42_LYM183	MLC95_05_LYM059	MLC95_47_LYM099	MLC94_96_LYM054	MLC94_83_LYM041	MLC91_83_LYM308	MLC91_82_LYM307	MLC94_55_LYM015	MLC95_56_LYM108	MLC96_78_LYM219	MLC91_81_LYM306	MLC96_53_LYM194	MLC92_25_LYM285	MLC96_43_LYM184	MLC92_45_LYM238	MLC94_66_LYM026	MLC91_88_LYM299	MLC96_54_LYM195	MLC96_06_LYM154	MLC92_100_LYM284	MLC96_83_LYM224	MLC95_42_LYM094	MLC94_78_LYM038	MLC91_62_LYM309	MLC91_86_LYM301	MLC91_87_LYM300	MLC95_69_LYM121	MLC96_87_LYM228	MLC91_22_LYM422	MLC92_42_LYM277	MLC94_26_LYM001	MLC95_12_LYM066	MLC91_99_LYM297	MLC91_84_LYM303	MLC95_49_LYM101	MLC96_17_LYM159	MLC94_90_LYM048	MLC95_89_LYM141	MLC91_20_LYM419	MLC96_100_LYM245	MLC95_50_LYM102	MLC91_73_LYM317	MLC91_10_LYM439	MLC94_93_LYM051	MLC96_81_LYM222	MLC92_52_LYM247	MLC96_96_LYM237	MLC96_93_LYM234	MLC95_93_LYM125	MLC91_43_LYM411	MLC94_92_LYM050	MLC95_30_LYM083	MLC94_74_LYM034	MLC95_07_LYM061	MLC91_55_LYM391	MLC94_53_LYM013	MLC94_52_LYM012	MLC96_57_LYM198	MLC95_72_LYM124	MLC95_15_LYM069	MLC91_51_LYM318	MLC96_99_LYM244	MLC91_18_LYM415	MLC94_45_LYM008	MLC95_10_LYM064	MLC95_08_LYM062	MLC94_72_LYM032	MLC94_82_LYM040	MLC92_94_LYM272	MLC96_90_LYM231	MLC96_40_LYM182	MLC91_38_LYM404	MLC91_17_LYM413	MLC91_80_LYM305	MLC91_79_LYM304	MLC96_23_LYM165	MLC95_04_LYM058	MLC91_66_LYM313	MLC96_50_LYM191	MLC91_15_LYM431	MLC91_35_LYM400	MLC95_23_LYM076	MLC95_27_LYM080	MLC95_40_LYM093	MLC96_71_LYM212	MLC96_48_LYM189	MLC96_86_LYM227	MLC91_29_LYM429	MLC92_97_LYM281	MLC94_86_LYM044	MLC96_04_LYM152	MLC95_14_LYM068	MLC92_38_LYM275	MLC95_55_LYM107	MLC96_44_LYM185	MLC95_64_LYM116	MLC94_70_LYM030	MLC96_89_LYM230	MLC96_62_LYM203	MLC96_18_LYM160	MLC94_57_LYM017	MLC96_49_LYM190	MLC95_92_LYM144	MLC95_96_LYM147	MLC91_36_LYM401	MLC94_85_LYM043	MLC91_24_LYM424	MLC91_25_LYM425	MLC91_72_LYM316	MLC96_24_LYM166	MLC96_75_LYM216	MLC95_82_LYM134	MLC91_40_LYM408	MLC94_62_LYM022
KPNB1	KPNB1	-0.049908	0.55842	0.0256	-0.2824275	-0.2249	-0.17178	-0.1931625	0.5229	-0.10062	-0.19208	-0.30508	-0.0217	0.28696	0.1699	0.143832	-0.22004	-0.50883	0.04632	-0.3072	-0.48628	-0.53126	-0.5064	0.1257	0.31894	-0.16952	-0.54186	-0.34698	-0.09973222	-0.12728	0.431401429	-0.52982	0.129848	0.2615	-0.15602	0.535238	0.28946	-0.40454	-0.2181131	-0.25002	0.01146	-0.0955	0.20142	0.62766	-0.39565	-0.263688	-0.30992	-0.08948	-0.70321126	-0.12116	-0.178575	-0.42992	0.07902	0.62418	-0.0232525	-0.24711778	-0.0947	0.20568	0.13548	-0.40832	0.37206	0.13332	-0.264266667	-0.45331972	0.00744	-0.37693	-0.47066	-0.32388	-0.18568	-0.08802	0.07779778	-0.40546	0.64182	0.199619	0.37482	-0.08446	0.3444	0.356244	0.0473	-0.4038	-0.14496	-0.33066	-0.67588	-0.5210312	-0.52258	-0.490614	-0.72012	-0.11384	-0.34628	-0.9558	-0.53582	-0.64583	-0.6965475	-0.45964	-0.184835333	-0.0739	-0.1716	-0.20502	-0.3321	-0.28404	-0.061738	-0.11548	-0.50362	-0.18298	-0.47664	-0.187446	-0.1569	-0.2742	0.192535556	0.02992	-0.09022	0.26162	-0.3349	-0.32444	-0.18406	0.3796	-0.11551666	-0.00952	-0.00036	-0.29036	-0.41358	-0.108542	0.39512	0.18582	0.16032	0.1178	0.06858	-0.32077334	0.02044	-0.22796	0.17804	0.14436	-0.17952	-0.24616	-0.2194	-0.27006	-0.71174	-0.21614	-0.15407048	-0.464846	0.066488	-0.12801302	0.33262	0.32698	0.4858848	-0.12032	-0.10166734	0.38148	0.1457	0.12742	0.13886	0.15326	0.0826	0.19786	-0.004989	-0.470572	0.39284	0.57236	0.04642	0.2435	0.59202	0.11206	-0.0565	-0.1937	-0.30138	-0.2016	-0.2243	0.310545	0.2878	0.40514	0.47134	0.160317936	-0.184445	0.1269	0.03512	-0.23098	0.15328	0.331	-0.74514	-0.1957022	-0.34266
KTN1 /// TXNDC7	KTN1 /// TXNDC7	-0.2164143	-0.17365	0.0062	0.428	-0.4914	0.40845	0.9456	-0.047	-0.0856	0.19475	-0.0826025	0.36045	0.639	-0.25885	0.38545	-0.05505	0.0239	-0.034	-0.79035	-0.32845	-0.2705	-0.2056975	0.20545	-0.41075	-0.0559	-0.3186	-0.4301	-0.14115	0.0481	1.336	-0.6485	0.44615	0.70755	0.06925	0.656	-0.088	0.10695	-0.10365	0.03315	0.4665	0.6515	0.59545	0.6468	-0.1824	-0.2576	0.03835	0.02035	-0.4696	0.17635	0.31665	0.2402	0.05835	-0.3126	-1.3905	0.36625	-0.1641	0.155	0.87275	-0.14035	-0.0397	-0.44095	0.057343334	-0.12395	0.06235	-0.14475	-0.16525	0.0622	0.0626	-0.15915	0.05145	1.02405	0.1319	0.26070555	1.270995	0.0349	0.26825	0.09081665	0.15935	-0.12545	-0.16505	-0.3409	-0.5358	-0.07275	-0.49595	-0.06795	-0.07425	-0.2417	-0.26195	-0.2892	0.18265	0.6821	0.4704	-0.7873	-0.08395	0.0321	-0.32755	-0.3475	-0.29705	-0.2551	-0.3482	-0.08665	-0.32335	-0.1652	-0.54465	-0.105	-0.0991	-0.35145	-0.4206	-0.05715	-0.1946	0.11415	-0.2819	-0.502	-0.4815	-0.2083	0.0005	0.2493	-0.20335	-0.34655	-0.30485	0.04279	0.70305	0.18235	0.40965	-0.06345	0.77145	-0.13058055	0.07485	0.17455	1.277	-0.0919	-0.14025	-0.1996	0.16455	-0.28655	0.23145	-0.07135	0.504	0.1672	0.67355	0.01352	0.522	-0.1274	0.5168	0.2409	0.33684	0.21355	0.0057	-0.22155	-0.17135	0.23925	-0.0566	-0.3511	0.3515	-0.40485	0.21185	-0.8872	-0.0565	-0.2743	0.4221	0.1958	0.28335	-0.0468	0.32425	0.66045	-0.26975	0.22275	0.1671	0.03325	0.05875	0.5939725	1.3025	0.2621	0.24175	0.120585	0.28385	0.1168	-0.11605	0.07115	-0.1852
LAG3	LAG3	-0.496	0.1746	-0.1221	-0.44073333	-1.081	-0.01325	0.4144687	-1.118	-1.203	0.9606	-0.4823	-0.6062	2.254	0.7758	-0.2636571	0.5311	-0.4784	-0.6882	-0.5721	0.03925	-2.74	-1.34142	0.2142	-1.941	1.202	-0.4304	-1.436	-1.587	0.1732	0.7725	1.275	0.6687389	-0.449733333	0.08115	0.1865	-1.861	-0.9596	0.6028	-1.829	-1.832	-0.7176	0.01325	-0.170645	-0.872	-0.9125	0.4405	-1.222	1.764	-0.2697	-0.7188	-1.147	-0.7504	-0.6035	-1.479	1.4208	1.099	-0.1045	0.273	0.05085	0.3378	1.277	1.359166667	0.53608	-0.1218	0.333	-0.4137	-0.1601	0.5783	1.612	0.8631	0.4224	-0.3117125	0.7898	0.2269	0.6861	1.575	1.013672	-0.6199	0.6093	-0.4669	-1.7689	-0.5522	0.8977	-0.7844	0.622	0.1913	1.16	-0.5021	-0.3866	2.638	3.094	0.4652	0.403	1.298328571	0.514025	0.8435	-1.276	0.4608	1.963	2.257	-0.9203	0.1499	1.047	0.89077	1.068	1.869	1.57	1.978	1.141	1.727	1.817	0.3966	2.112	1.05	1.411	1.872111	0.2131	1.056	-0.3573	1.599	2.036	0.6669	-1.028	0.8866	0.3154	-0.1351	0.4667	2.141	2.41	-1.219	-0.326	-1.051	0.489	1.369	1.084	2.151	-0.65	1.488	1.888	2.204	2.195	-0.4313	-0.2919	2.704	0.6101	1.281	2.961	-0.6219	-0.6629	0.4647	-1.683	0.786	1.269	2.264	1.338	-0.2999	-2.393	0.5297	0.6763	0.9277	-0.9463	-0.8263	-0.05415	0.7252063	-1.77495	1.436	-0.6323	0.09905	-0.1872	-0.3338	0.9738875	-0.2337	1.446	2.519	-0.34412	-0.8739	-0.5882	1.051	2.502	-1.580038
LAIR1	LAIR1	-0.52818335	0.0038	-0.64085	-0.27409722	-0.46335	0.18565	0.497	-0.6315	-0.5656036	0.31485	0.22445	-0.48415	1.487	0.54105	-0.2775	0.62258125	0.8277	-0.17045	-0.1048225	0.204575	-0.99688839	-0.576727778	-0.3096	-0.83225	-0.09375	-0.4603	-0.907	-1.1289611	0.5293	-0.1699	-0.2593	0.51813155	0.15605	-0.74375	1.13185	-0.05145	-0.490245	-0.5942	0.52255	-0.4476	0.3053	-0.0332875	0.196125	-1.05675	-0.23595	0.1051	-0.4615	0.07463214	-1.05355	-0.354380556	-0.7170562	-0.7199	0.74845	0.97895	0.58235	-0.0751	1.6705	-0.1005425	-0.0901	-0.00272505	0.246865	0.393788889	-0.47385	0.093175	-0.449125	0.5048	0.088425	-0.4540938	0.013445535	0.65065	-0.21575	-0.64485	0.6267	0.47085	1.1955	0.96944445	0.51365	-0.77775	-0.0652	-0.3471	0.5398	-0.24005	0.07155	0.197175	-0.28425	-0.338675	0.3467	0.5957	0.33115	0.88715	0.4403	0.22179445	0.28055	0.642436905	-0.14695	0.023775	-0.1313	-0.97205	1.0706	0.9455	-0.4918875	0.04375	0.7119	0.7495	0.02775	1.297	1.2005	1.946	1.3445	1.4455	2.03515	-0.1072	-0.11685	0.53295	0.5699	0.8248	-0.35645	0.38055	-0.60155	0.38795	0.66115	2.1355	-1.0618	0.8599	0.466	-0.20585	0.42835	1.668775	1.3845	-0.70685	-0.8421	-0.0278	0.767	0.4949	-0.88915	0.0322	-0.6086	-0.0693969	0.558325	1.2095	1.163	0.6361	-0.8187	-0.0077	0.23865	0.06115	0.6687	-0.42365	0.08665	-0.0174	-0.31125	0.38995	0.7834	0.66435	-0.282125	-0.5098	-1.2895	0.86355	-0.31665	-0.20577	-0.2382675	-0.65045	0.73715	-0.36345	-1.0975	0.78585	0.32388	0.45535	-0.19032	-0.1646	0.41995	0.0131	0.48177495	0.0656472	-0.442575	-0.9663	0.1329	-0.248435	1.483	-0.7851375
LAMP1	LAMP1	-0.1888	-0.1484	-0.09715	0.4901	-0.5402	0.5994	1.184	-0.382	-0.2637	-0.1589	-1	-0.3119	0.1394	0.1278	1.197	0.6663	-0.47	-0.1887	-0.08715	0.09975	-1.04	-0.8313	0.1299	-0.689	0.1501	-0.6229	-0.7575	-1.477	0.6063	0.2152	-0.09265	0.2845	0.7423	-0.2458	0.5644	-0.4483	-0.2538	-0.3491	-0.7139	-0.1438	-0.4047	0.1271	-0.1629	-0.1144	-0.7161	0.03905	-1.019	-0.05375	-0.3447	-0.3104	-0.2624	-0.4806	-0.1489	-1.149	0.4314	0.02045	0.5015	0.01855	0.3156	0.00985	-0.1219	0.439	0.5747	-0.1678	-0.4676	-0.06385	0.09125	0.328	0.1871	0.508	0.2974	0.3998	0.808	-0.02635	0.7894	0.6284	0.3804	-0.2895	-0.4036	-0.5495	-0.50683	-0.4167	0.2389	-0.1772	-0.251575	-0.2229	-0.4621	0.4761	0.4074	0.8895	0.4637	0.9693	-0.07615	0.3066	0.06095	-0.61	-0.1336	-0.4181	0.4178	1.672	-0.08025	-0.06835	0.8115	0.08195	0.5924	0.4628	0.138	0.8415	0.4411	0.869	1.371	-0.00775	-0.2385	0.00735	0.2951	0.567	-0.2403	0.521	-0.08355	0.6688	0.5139	0.8779	0.04405	0.04225	0.2535	-0.05585	-0.022725	0.6766	0.6519	-0.3033	-0.725	0.2509	0.1886	-0.2628	-0.3382	-0.3225	-0.08455	0.05005	1.011	0.6289	0.8	-0.3264	-0.4233	0.584	0.4502	-0.07045	0.5094	-0.1255	-0.09305	-0.1477	-0.4271	0.4358	0.06405	0.6063	-0.3316	-0.2879	-0.6959	0.3044	0.4613	0.2059	-0.5121	0.3015	0.7962	0.242	-0.6513	0.5054	0.2295	0.3048	-0.3862	-0.184	1.245	0.6764	0.3137	-0.08845	0.1642	-0.5624	0.07655	-0.1513	0.955	-0.127
LAT	LAT	-0.76899165	-0.4659	-0.637	-0.453	-0.12205	0.42815	2.0965	-0.49105	0.01525	0.91175	-0.5361	-0.27985	0.2369	-0.21515	-0.50884375	-0.10795	-0.9282	-0.5667	-0.3625	0.99964	-1.185	-0.1318	0.775	-0.3155	-0.1467	-0.7566	-0.4929	-0.48105	0.5293	0.13495	-0.9112	-0.11195	0.2023	0.9063	0.99245	0.2711	0.1339	-0.2143	0.01405	0.04945	-0.58035	0.54235	-0.42575	-0.47795	-0.53705	0.00775	-0.45485	0.41825	-0.33475	-0.33215	-0.57115	-0.994	0.35605	-0.7383	0.00325	0.0724	0.0467	-0.1876	0.10215	-0.33735	0.37665	0.745164286	0.9237	1.3565	1.03655	1.283	0.75495	-0.08405	0.33505	-0.00745	-0.04395	-0.80665	-0.25675	0.2838	1.2605	1.12675	0.2089	-0.0345	0.36325	-0.50795	-0.3296	0.18305	1.63	-0.21905	0.482785	1.384	0.3408	0.259	0.9277	1.16965	0.69165	1.291	1.27445	1.83	-0.17125	0.7165	0.57535	0.65685	-0.2867	0.4105	-0.4505	0.0433	0.7796	1.3465	0.36885	1.4605	0.9764	1.217	0.8749	0.9472	1.279	0.80315	0.16235	1.098	0.7957	1.7715	0.2235	0.9515	0.67665	0.18985	1.1245	1.565	-0.3516	0.82505	0.29325	-0.6227	0.30485	0.58565	1.296	-0.9828	0.12685	-0.0325	1.021	1.3035	0.2211	0.04295	-0.1881	0.3645	1.926	1.5585	1.443	-0.78595	-0.6193	0.244	0.2676	-0.1234	0.51075	-0.2527	-0.6429	1.2086	-0.2848	0.27795	1.3845	-0.2334	-0.44125	-0.80695	-0.7962	0.8386	0.14655	-0.0237	-0.52265	-0.64285	0.46625	1.66	-0.51879445	0.1589	0.4889	-0.6465	-0.1751	-0.10565	0.1959	-0.324	-0.1312	0.2713	-0.935	-0.002	-0.4528	0.76425	1.499	-0.3353
LBH	LBH	-0.01328	0.5367	0.129925	-0.3494	0.1729	-0.7608	-0.866	-1.046	-0.2527	-0.02405	-0.1599	0.06105	0.1323	0.04885	2.517	0.2083	0.8563	-0.4407	-1.438	-0.587	-0.01415	0.5375	0.3334	-0.3294	0.03175	0.68	0.1239	-0.3357	-0.102	-0.5497	0.5932	0.6306	-1.114	0.9649	-0.5451	0.2401	-0.3438	1.244	-0.7914	-0.3573	-0.2672	-0.1552	-1.138	0.8143	0.3800875	0.00515	0.1123	-1.124175	0.8064	-0.799	0.3812	-0.7151	0.2261	-0.3777	1.375	0.587	-0.2003	-0.2334	-0.2494	0.6842	-0.4404111	-1.383	0.9114	-0.04845	1.162	0.7050611	-0.2739	-0.1175	0.3622	0.1508	-0.2252	1.281	0.7017	-0.9215	-0.06075	0.9942	-0.3198	0.3139	-0.9749	0.1591	2.076	-0.1959	0.8708	0.3716	0.04745	1.161	0.8615	-0.6017	0.4909	0.8493	-0.405665	-0.7314556	-0.1612	0.2586	-0.2003	0.1252	0.1474	0.3836	-0.03065	-0.5012	0.1828	-0.6695	-0.7846	0.3168	0.07905	-0.1233	0.3892	0.163	0.9811	0.3361	-0.1966	-0.04525	0.4	0.4717	0.6656	0.9686	0.08375	0.344	0.5931	0.3034	0.1552	-0.2296	-0.6397	-0.1522	-0.07995	-0.1531	0.9725	-0.2655	1.083	-0.03375	-0.6354	-0.2923	1.335	1.164	-0.02325	0.113	-0.253	1.292	0.213	0.5172	1.998	-0.03245	0.3479	-1.114	-0.6168	-0.232	0.2385	0.2721	-0.5332	0.4671	-1.409	0.1366	0.6606	-0.143	0.557114286	0.7735	0.02175	-0.469	-0.04905	0.386	0.2694	1.005	-0.8058	0.07155	-0.2557	0.02025	-0.6553	0.1603	0.4501	-0.4348	-0.0508375	-0.6169	0.4047	-0.5447	0.9961	-0.3358	-0.4905	0.7682	-0.00395	-0.3949
LCK	LCK	-0.94846	0.14448	-0.68444	-0.1727	-0.47754	0.74002	1.24788	0.8699	0.08545556	0.69522	-0.21388	-0.33682	0.71082	-0.70362	0.70278584	-0.1248	-0.91122	0.4786	0.09682	0.44896	0.28972	0.51312	0.16634	0.24644	1.06634	0.2665	-0.0336	0.62374	0.3719	-0.14684	-1.3144	-1.11724	1.40946	0.5134	1.3914	1.25428	-0.44812	0.81674	1.13196	1.11356	0.45702	0.58464	-1.8136	0.12832	0.17256666	0.23426	-0.0395	1.3069	0.34174	0.9907	-0.65672	-0.083403	0.84582	0.52318	-0.60628	0.25164	-0.02098	-1.6782	-1.04022	-0.55126	0.7969	1.3218	0.475285	1.39178	0.19542	0.8616	0.433787	0.58838	-0.81242	0.28846	0.77696	-1.60712	-0.276547	-0.80632	0.38076	1.531	-0.006528	-0.80542	-0.3657	1.4632	0.53212	-0.5627	0.70388	-2.69716	0.68064	0.677652	-0.26756	-0.9877	0.30108	0.31094	-0.354472	0.16152	0.09498	0.71232	-0.81212	-0.39264	-0.26388	0.27226	-1.22368	-0.04144	-2.266	-0.31152	1.2918	0.28814	0.28338	0.1483	0.7383	0.28753	0.00694	0.58612	0.96078	0.18508	-0.52058	0.50172	-0.01546	0.72586	0.63492	-0.13982	-0.49208	-0.34892	0.26138	1.22174	-2.02298	0.83822	-0.66724	-1.7392	-0.06954	-0.75718	0.59356	-2.12444	-1.32038	-1.02798	0.56848	0.1782	-0.73658	-1.2474	-0.19078	-1.08135112	1.04204	0.26406	0.77581666	-1.9862	-2.1682	-0.54316	-1.07052	-1.12886	0.08856	-1.24088	-1.851462	0.52716	-1.8414	-0.42598	1.04716	-0.69692	-1.99666	-1.810412	-1.68156	0.20028	0.02836	-0.4219	-1.9234	-0.12038	-0.24848	0.86846	-2.202	-0.5855	-0.49466	0.18564	-1.47	-0.50108	0.98196	-1.42366	-0.71572	-0.62556	-1.6725	-1.5522	-1.14524	-0.49754	0.70744	-0.8824
LCP1	LCP1	-0.4143	-0.47268	-0.41274	0.48788	-0.33134	0.36368	0.68538	0.17008	-1.091	-0.10979	-0.28384	-0.02502	0.28742	0.33102	0.01841	0.26929	-1.433	-1.0972	-0.48396	0.23995	-1.05992	-0.52176	0.35922	-0.95294	-0.21467	-0.02785	-0.59202	0.2616	-0.30194	0.72936	-0.19186	0.09956	0.72874	-0.90974	0.63768	0.26215	-0.448764	-0.90416	-0.4034	-0.61824	0.22116	0.19894	0.82586	-0.75886	0.23326	-0.57198	-0.31908	0.86462	-0.42768	0.09896	-0.47344	-0.05896	0.15009	-0.4245	-0.44354	0.01838	-0.2249	0.47052	-0.11825	0.29251	-0.07208	0.14814	-0.336362	0.48864	-0.45602	-0.37276	-0.36882	0.4985	0.06601	0.31354	-0.00072	1.00188	0.6606	-0.38416	0.49444	0.27788	0.63924	-0.61914	-0.39318	-0.26582	-0.77378	-0.61128	-0.2557	-1.3431	-0.41208	-0.80502	-0.4192	-0.78786	-1.06572	-0.39158	-0.58757	-0.3907	-0.31408	-0.8312	-0.20316	-0.46403	-0.69472	-0.34853	-0.04858	0.48866	-1.5642	-0.69486	-0.13568	-0.28024	0.4075	-0.031693	0.12299	0.88252	0.3003	0.00195	0.07638	-0.24135	-0.8332	-1.03416	0.89124	0.4024	0.44892	0.7867	-0.1951	-1.4768	0.54752	1.122	0.11704	0.25346	0.52556	-0.21338	-0.34306	-0.31834	-0.06006	1.2894	-0.74578	-0.10916	0.36538	0.04366	0.02238	-0.49288	0.26872	0.10361	0.37652	0.16263	0.39392	-0.85878	0.74416	1.2594	1.7428	-0.34838	0.6566	0.46842	0.49394	0.43526	0.38086	0.06889	0.75736	-0.340897	-0.42128	-0.03268	0.3028	0.01177	0.22302	0.66498	-0.16046	0.45882	0.80022	-0.35826	-0.13228	-0.17446	0.41044	0.02491	0.53352	0.21523	-0.31716	-0.16699	0.2499	-0.13147	-0.47748	-0.39664	0.10343	-0.80624	0.3867	-0.5552
LDHA	LDHA	-0.065	0.8361	-0.05895	0.7889	-0.22959	0.3017	-0.82865	0.50955	0.1154	-0.6529	0.0549	0.51945	1.239	0.3456	0.7527	-0.00245	-1.0025	0.17065	0.06765	-0.9808	-0.31147	-0.3966	1.5605	0.9797	0.4322	-0.90165	-0.4355	-0.22285	0.0464	0.13275	0.02845	0.1399	0.54145	-0.2817	0.95705	-0.09095	-0.851	0.43385	-0.89655	0.33325	-0.05135	0.9508	0.2718	0.19915	-0.29795	-0.7351	-0.82105	0.59715	-0.3975	0.432	-1.23	1.264	0.63895	0.16105	-0.27885	0.3185	0.46415	0.9252	-0.0756	0.80905	0.069	-0.3306	-0.40955	0.43515	-1.475	-1.21685	-0.9706	-0.4464	-0.33985	0.62955	0.5746	0.92495	0.6765	0.5618	0.93115	0.8173	1.536	-0.18215	-0.3601	-0.83915	-1.82	-1.245	-1.237	-2.444	-1.5825	-1.4525	-0.6474	-1.10565	-2.015	-1.469	-0.8026	-1.3595	-1.29	-1.2255	-0.20875	-0.12645	-0.7928	-1.393	0.3434	0.72205	0.35155	-0.84185	-0.20405	-0.69155	0.16795	-0.6789	-0.1451	0.7339	-0.29555	-0.40775	-0.0847	-0.52485	-0.87665	-1.407	0.2459	-0.2491	0.0346	-0.4541	-0.3916	-0.68815	-0.7495	0.9147	1.0865	-0.6152	0.23115	0.98865	-0.55245	-0.042	-0.7008	0.5295	0.23085	-0.70935	-0.4673	0.07895	-0.7148	-0.32135	0.72885	0.0184	0.0958	-0.0345	-0.1111	0.2741	0.7004	1.193	0.5667	0.5382	0.48775	0.6828	1.0635	0.38995	-0.24015	0.1174	-0.0993	-0.31535	-0.49305	0.81185	1.09205	-0.41165	-0.38325	1.559	0.17625	0.40055	0.67855	-1.09565	0.7348	0.13765	0.90015	0.71505	0.17	0.35085	0.58215	0.94485	1.0875	0.1938	0.10275	-0.608	0.8665	-1.0067	1.0308	-0.79565
LGALS1	LGALS1	-0.0967	0.0766	-0.5639	0.12215	-0.60905	0.723	-0.90975	0.14035	-1.145	-0.48705	0.45475	-0.6468	-0.7246125	1.326	1.0585	0.1229	-0.80605	-0.0624	-0.91405	-0.3037	-0.77455	-0.93525	-1.4765	-1.07615	0.77525	-0.86865	-0.7674	-0.8936	0.43	-0.4944	0.01975	1.561	0.37915	-0.93145	0.65845	-1.03755	-0.6244	0.12215	-1.462	-0.7498	-0.40105	-0.0637	-0.3336	0.31945	-0.41075	0.4543	-1.516	-0.4225	-1.4945	-0.70365	-1.233	-0.1294	0.76805	-0.18415	0.8796	-0.3219	0.1635	0.40415	0.4591	0.2913	-0.95245	-0.14225	0.0905	-0.62805	-1.8155	-1.0675	-0.5496	1.1076	0.74535	0.82565	0.55955	0.11145	0.59415	0.34145	-0.16465	-0.1227	0.00335	0.7414	-0.2685	-0.22815	-1.3215	-0.3289	-0.38025	0.7651	-0.5563	-0.8281	0.9389	0.4296	-0.8741	0.608	1.1445	0.9372	-0.0333	0.32765	0.6434	0.24765	-0.28755	-0.39975	-0.03065	0.41475	0.9552	0.5086	0.7679	-0.1975	-0.2636	-0.13005	-0.41225	0.3405	0.7752	-0.5239	0.9496	0.45155	0.20445	0.1403	0.3071	-0.02815	-0.99805	0.2414	0.17205001	0.3298	1.22855	0.2533	0.3168	-0.79125	-0.1499	0.5886	-0.15825	-0.0429	-0.45625	-0.05895	-0.8416	0.25245	0.3728	-0.346	-0.6425	0.47605	-0.0212	0.52095	0.0808	0.07945	-0.58385	-0.0243	1.08665	0.42395	1.4675	1.0895	0.61595	-0.60615	1.1985	-0.4823	-0.0006	-0.11255	-0.07315	1.699	1.24195	0.4199	-0.4806	0.2242	1.0013	0.1506775	0.12815	1.2787	0.66855	-0.2776	1.19	1.0545	0.5969	1.6365	-0.1898	-0.724	0.40215	0.3854	1.22	-1.0293	-0.13785	-0.59935	0.2485	0.3726	1.069	-0.99545
